month,paper_count,mention_count,share_pct,rolling_12m_pct,series_key,series_label,series_kind
1980-03-01,72,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1980-04-01,43,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1980-05-01,79,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1980-06-01,72,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1980-07-01,36,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1980-08-01,50,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1980-09-01,90,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1980-10-01,44,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1980-11-01,32,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1980-12-01,80,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-01-01,132,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-02-01,58,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-03-01,57,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-04-01,35,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-05-01,99,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-06-01,71,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-07-01,26,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-08-01,46,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-09-01,63,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-10-01,24,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-11-01,45,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1981-12-01,82,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-01-01,142,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-02-01,60,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-03-01,63,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-04-01,36,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-05-01,82,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-06-01,75,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-07-01,35,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-08-01,59,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-09-01,63,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-10-01,39,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-11-01,51,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1982-12-01,69,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1983-01-01,138,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1983-02-01,65,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1983-03-01,72,2,2.7777777777777777,0.23148148148148148,core_top_50,core 50,journal_cutoff
1983-04-01,36,0,0.0,0.23148148148148148,core_top_50,core 50,journal_cutoff
1983-05-01,82,0,0.0,0.23148148148148148,core_top_50,core 50,journal_cutoff
1983-06-01,78,1,1.282051282051282,0.3383190883190883,core_top_50,core 50,journal_cutoff
1983-07-01,33,0,0.0,0.3383190883190883,core_top_50,core 50,journal_cutoff
1983-08-01,72,0,0.0,0.3383190883190883,core_top_50,core 50,journal_cutoff
1983-09-01,71,0,0.0,0.3383190883190883,core_top_50,core 50,journal_cutoff
1983-10-01,30,0,0.0,0.3383190883190883,core_top_50,core 50,journal_cutoff
1983-11-01,60,0,0.0,0.3383190883190883,core_top_50,core 50,journal_cutoff
1983-12-01,90,0,0.0,0.3383190883190883,core_top_50,core 50,journal_cutoff
1984-01-01,118,0,0.0,0.3383190883190883,core_top_50,core 50,journal_cutoff
1984-02-01,54,0,0.0,0.3383190883190883,core_top_50,core 50,journal_cutoff
1984-03-01,78,0,0.0,0.10683760683760683,core_top_50,core 50,journal_cutoff
1984-04-01,43,0,0.0,0.10683760683760683,core_top_50,core 50,journal_cutoff
1984-05-01,53,0,0.0,0.10683760683760683,core_top_50,core 50,journal_cutoff
1984-06-01,80,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1984-07-01,70,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1984-08-01,49,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1984-09-01,83,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1984-10-01,23,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1984-11-01,63,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1984-12-01,87,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1985-01-01,132,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1985-02-01,45,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1985-03-01,87,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1985-04-01,42,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1985-05-01,67,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1985-06-01,71,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1985-07-01,84,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1985-08-01,63,2,3.1746031746031744,0.26455026455026454,core_top_50,core 50,journal_cutoff
1985-09-01,88,0,0.0,0.26455026455026454,core_top_50,core 50,journal_cutoff
1985-10-01,46,0,0.0,0.26455026455026454,core_top_50,core 50,journal_cutoff
1985-11-01,66,0,0.0,0.26455026455026454,core_top_50,core 50,journal_cutoff
1985-12-01,65,0,0.0,0.26455026455026454,core_top_50,core 50,journal_cutoff
1986-01-01,132,0,0.0,0.26455026455026454,core_top_50,core 50,journal_cutoff
1986-02-01,53,0,0.0,0.26455026455026454,core_top_50,core 50,journal_cutoff
1986-03-01,91,0,0.0,0.26455026455026454,core_top_50,core 50,journal_cutoff
1986-04-01,41,0,0.0,0.26455026455026454,core_top_50,core 50,journal_cutoff
1986-05-01,57,0,0.0,0.26455026455026454,core_top_50,core 50,journal_cutoff
1986-06-01,70,0,0.0,0.26455026455026454,core_top_50,core 50,journal_cutoff
1986-07-01,73,0,0.0,0.26455026455026454,core_top_50,core 50,journal_cutoff
1986-08-01,52,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1986-09-01,79,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1986-10-01,50,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1986-11-01,59,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1986-12-01,86,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1987-01-01,123,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1987-02-01,57,2,3.508771929824561,0.29239766081871343,core_top_50,core 50,journal_cutoff
1987-03-01,90,0,0.0,0.29239766081871343,core_top_50,core 50,journal_cutoff
1987-04-01,38,1,2.631578947368421,0.5116959064327485,core_top_50,core 50,journal_cutoff
1987-05-01,50,0,0.0,0.5116959064327485,core_top_50,core 50,journal_cutoff
1987-06-01,76,1,1.3157894736842104,0.6213450292397661,core_top_50,core 50,journal_cutoff
1987-07-01,60,0,0.0,0.6213450292397661,core_top_50,core 50,journal_cutoff
1987-08-01,60,0,0.0,0.6213450292397661,core_top_50,core 50,journal_cutoff
1987-09-01,79,0,0.0,0.6213450292397661,core_top_50,core 50,journal_cutoff
1987-10-01,54,0,0.0,0.6213450292397661,core_top_50,core 50,journal_cutoff
1987-11-01,71,0,0.0,0.6213450292397661,core_top_50,core 50,journal_cutoff
1987-12-01,75,1,1.3333333333333335,0.7324561403508771,core_top_50,core 50,journal_cutoff
1988-01-01,133,0,0.0,0.7324561403508771,core_top_50,core 50,journal_cutoff
1988-02-01,54,0,0.0,0.44005847953216365,core_top_50,core 50,journal_cutoff
1988-03-01,70,0,0.0,0.44005847953216365,core_top_50,core 50,journal_cutoff
1988-04-01,29,0,0.0,0.22076023391812863,core_top_50,core 50,journal_cutoff
1988-05-01,61,0,0.0,0.22076023391812863,core_top_50,core 50,journal_cutoff
1988-06-01,66,0,0.0,0.11111111111111112,core_top_50,core 50,journal_cutoff
1988-07-01,63,0,0.0,0.11111111111111112,core_top_50,core 50,journal_cutoff
1988-08-01,55,0,0.0,0.11111111111111112,core_top_50,core 50,journal_cutoff
1988-09-01,94,0,0.0,0.11111111111111112,core_top_50,core 50,journal_cutoff
1988-10-01,40,0,0.0,0.11111111111111112,core_top_50,core 50,journal_cutoff
1988-11-01,70,0,0.0,0.11111111111111112,core_top_50,core 50,journal_cutoff
1988-12-01,70,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1989-01-01,143,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1989-02-01,43,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1989-03-01,62,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1989-04-01,48,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1989-05-01,64,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1989-06-01,74,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1989-07-01,75,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1989-08-01,49,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1989-09-01,71,0,0.0,0.0,core_top_50,core 50,journal_cutoff
1989-10-01,50,1,2.0,0.16666666666666666,core_top_50,core 50,journal_cutoff
1989-11-01,75,0,0.0,0.16666666666666666,core_top_50,core 50,journal_cutoff
1989-12-01,72,0,0.0,0.16666666666666666,core_top_50,core 50,journal_cutoff
1990-01-01,174,0,0.0,0.16666666666666666,core_top_50,core 50,journal_cutoff
1990-02-01,59,0,0.0,0.16666666666666666,core_top_50,core 50,journal_cutoff
1990-03-01,95,0,0.0,0.16666666666666666,core_top_50,core 50,journal_cutoff
1990-04-01,50,0,0.0,0.16666666666666666,core_top_50,core 50,journal_cutoff
1990-05-01,58,0,0.0,0.16666666666666666,core_top_50,core 50,journal_cutoff
1990-06-01,98,0,0.0,0.16666666666666666,core_top_50,core 50,journal_cutoff
