month,paper_count,mention_count,share_pct,rolling_12m_pct
1989-01-01,563,1,0.17761989342806395,0.014801657785671996
1989-02-01,181,0,0.0,0.014801657785671996
1989-03-01,222,0,0.0,0.014801657785671996
1989-04-01,180,0,0.0,0.014801657785671996
1989-05-01,221,0,0.0,0.014801657785671996
1989-06-01,190,0,0.0,0.014801657785671996
1989-07-01,200,0,0.0,0.014801657785671996
1989-08-01,182,0,0.0,0.014801657785671996
1989-09-01,199,0,0.0,0.014801657785671996
1989-10-01,191,1,0.5235602094240838,0.058431675237678976
1989-11-01,202,0,0.0,0.058431675237678976
1989-12-01,233,0,0.0,0.058431675237678976
1990-01-01,569,0,0.0,0.04363001745200698
1990-02-01,207,0,0.0,0.04363001745200698
1990-03-01,226,0,0.0,0.04363001745200698
1990-04-01,151,0,0.0,0.04363001745200698
1990-05-01,209,0,0.0,0.04363001745200698
1990-06-01,234,0,0.0,0.04363001745200698
1990-07-01,182,0,0.0,0.04363001745200698
1990-08-01,211,0,0.0,0.04363001745200698
1990-09-01,239,0,0.0,0.04363001745200698
1990-10-01,203,0,0.0,0.0
1990-11-01,210,0,0.0,0.0
1990-12-01,223,0,0.0,0.0
1991-01-01,510,1,0.19607843137254902,0.016339869281045753
1991-02-01,202,0,0.0,0.016339869281045753
1991-03-01,188,0,0.0,0.016339869281045753
1991-04-01,216,0,0.0,0.016339869281045753
1991-05-01,254,0,0.0,0.016339869281045753
1991-06-01,215,0,0.0,0.016339869281045753
1991-07-01,229,0,0.0,0.016339869281045753
1991-08-01,215,0,0.0,0.016339869281045753
1991-09-01,239,0,0.0,0.016339869281045753
1991-10-01,219,0,0.0,0.016339869281045753
1991-11-01,263,0,0.0,0.016339869281045753
1991-12-01,225,0,0.0,0.016339869281045753
1992-01-01,530,1,0.18867924528301888,0.015723270440251572
1992-02-01,207,0,0.0,0.015723270440251572
1992-03-01,193,0,0.0,0.015723270440251572
1992-04-01,229,0,0.0,0.015723270440251572
1992-05-01,273,0,0.0,0.015723270440251572
1992-06-01,225,0,0.0,0.015723270440251572
1992-07-01,211,0,0.0,0.015723270440251572
1992-08-01,211,1,0.47393364928909953,0.0552177412143432
1992-09-01,227,0,0.0,0.0552177412143432
1992-10-01,186,0,0.0,0.0552177412143432
1992-11-01,236,0,0.0,0.0552177412143432
